Div;Date;Time;HomeTeam;AwayTeam;FTHG;FTAG;FTR;HTHG;HTAG;HTR;HS;AS;HST;AST;HF;AF;HC;AC;HY;AY;HR;AR
SP1;09/02/2021;20:00:00;Real Madrid;Getafe;2;0;H;0;0;D;14;1;4;0;8;16;8;1;1;1;0;0
SP1;12/02/2021;20:00:00;Celta;Elche;3;1;H;2;0;H;9;7;6;2;11;15;3;6;3;2;0;0
SP1;13/02/2021;13:00:00;Granada;Ath Madrid;1;2;A;0;0;D;6;10;1;4;14;20;7;3;0;5;0;0
SP1;13/02/2021;15:15:00;Sevilla;Huesca;1;0;H;0;0;D;14;9;4;5;14;15;6;6;3;4;0;0
SP1;13/02/2021;17:30:00;Eibar;Valladolid;1;1;D;1;1;D;14;5;2;1;15;12;7;3;2;3;0;0
SP1;13/02/2021;20:00:00;Barcelona;Alaves;5;1;H;2;0;H;17;6;9;2;10;14;5;4;0;2;0;0
SP1;14/02/2021;13:00:00;Getafe;Sociedad;0;1;A;0;1;A;4;3;0;2;23;19;2;5;3;3;1;0
SP1;14/02/2021;15:15:00;Real Madrid;Valencia;2;0;H;2;0;H;16;4;7;1;13;12;6;1;0;3;0;0
SP1;14/02/2021;17:30:00;Levante;Osasuna;0;1;A;0;0;D;13;7;4;2;13;10;2;1;1;2;0;0
SP1;14/02/2021;20:00:00;Villarreal;Betis;1;2;A;0;1;A;9;15;5;4;19;13;7;3;3;2;0;0
SP1;15/02/2021;20:00:00;Cadiz;Ath Bilbao;0;4;A;0;3;A;11;13;2;8;15;13;5;8;3;2;0;0
SP1;17/02/2021;18:00:00;Levante;Ath Madrid;1;1;D;1;1;D;7;14;4;6;10;10;1;8;1;3;0;0
SP1;19/02/2021;20:00:00;Betis;Getafe;1;0;H;0;0;D;12;6;5;1;17;18;5;2;5;4;1;0
SP1;20/02/2021;13:00:00;Elche;Eibar;1;0;H;1;0;H;6;13;2;3;16;9;1;4;2;1;0;0
SP1;20/02/2021;15:15:00;Ath Madrid;Levante;0;2;A;0;1;A;28;6;11;1;10;15;12;2;2;3;0;0
SP1;20/02/2021;17:30:00;Valencia;Celta;2;0;H;0;0;D;10;5;3;2;9;19;6;1;2;3;0;1
SP1;20/02/2021;20:00:00;Valladolid;Real Madrid;0;1;A;0;0;D;9;10;5;2;13;11;4;5;4;2;0;0
SP1;21/02/2021;13:00:00;Barcelona;Cadiz;1;1;D;1;0;H;20;3;4;1;13;12;8;0;0;2;0;0
SP1;21/02/2021;15:15:00;Sociedad;Alaves;4;0;H;1;0;H;8;7;4;2;17;16;4;3;3;2;0;0
SP1;21/02/2021;17:30:00;Huesca;Granada;3;2;H;3;1;H;15;8;6;5;13;14;5;2;3;3;0;1
SP1;21/02/2021;20:00:00;Ath Bilbao;Villarreal;1;1;D;1;1;D;18;3;8;2;12;12;6;0;2;2;0;0
SP1;22/02/2021;20:00:00;Osasuna;Sevilla;0;2;A;0;1;A;6;10;0;5;14;15;3;5;2;2;0;0
SP1;24/02/2021;18:00:00;Barcelona;Elche;3;0;H;0;0;D;9;6;5;1;8;8;6;3;0;0;0;0
SP1;26/02/2021;20:00:00;Levante;Ath Bilbao;1;1;D;1;0;H;10;11;4;5;11;13;2;10;3;1;0;1
SP1;27/02/2021;13:00:00;Eibar;Huesca;1;1;D;0;0;D;17;4;3;1;19;11;6;2;2;2;0;0
SP1;27/02/2021;15:15:00;Sevilla;Barcelona;0;2;A;0;1;A;4;9;2;5;20;9;3;3;5;2;0;0
SP1;27/02/2021;17:30:00;Alaves;Osasuna;0;1;A;0;0;D;4;6;1;3;18;20;5;2;3;4;0;0
SP1;27/02/2021;20:00:00;Getafe;Valencia;3;0;H;1;0;H;15;5;4;0;21;12;3;6;5;2;0;1
SP1;28/02/2021;13:00:00;Celta;Valladolid;1;1;D;0;0;D;11;7;2;3;20;20;3;5;3;5;0;0
SP1;28/02/2021;15:15:00;Cadiz;Betis;0;1;A;0;0;D;5;9;3;4;9;13;3;7;1;2;0;0
SP1;28/02/2021;17:30:00;Granada;Elche;2;1;H;1;1;D;13;12;4;4;14;12;5;5;3;2;0;0
SP1;28/02/2021;20:00:00;Villarreal;Ath Madrid;0;2;A;0;1;A;19;6;6;5;15;19;10;2;2;3;0;0
SP1;01/03/2021;20:00:00;Real Madrid;Sociedad;1;1;D;0;0;D;21;6;2;2;5;10;13;4;0;1;0;0
SP1;05/03/2021;20:00:00;Valencia;Villarreal;2;1;H;0;1;A;25;10;4;5;12;10;5;3;4;3;0;0
SP1;06/03/2021;13:00:00;Valladolid;Getafe;2;1;H;2;1;H;4;9;3;2;16;19;1;6;2;2;0;1
SP1;06/03/2021;15:15:00;Elche;Sevilla;2;1;H;0;0;D;6;11;3;3;16;11;6;3;4;0;0;0
SP1;06/03/2021;17:30:00;Cadiz;Eibar;1;0;H;1;0;H;6;16;2;1;7;11;0;12;2;2;0;0
SP1;06/03/2021;20:00:00;Osasuna;Barcelona;0;2;A;0;1;A;10;13;3;6;4;12;3;4;0;2;0;0
SP1;07/03/2021;13:00:00;Huesca;Celta;3;4;A;2;2;D;19;10;7;7;12;21;6;3;0;2;0;0
SP1;07/03/2021;15:15:00;Ath Madrid;Real Madrid;1;1;D;1;0;H;11;18;5;8;19;9;1;6;5;1;0;0
SP1;07/03/2021;17:30:00;Sociedad;Levante;1;0;H;1;0;H;25;6;8;1;13;14;7;5;0;2;0;0
SP1;07/03/2021;20:00:00;Ath Bilbao;Granada;2;1;H;1;0;H;7;13;5;3;10;10;6;9;2;2;0;0
SP1;08/03/2021;20:00:00;Betis;Alaves;3;2;H;0;2;A;23;4;8;3;13;11;12;1;0;3;0;0
SP1;10/03/2021;18:00:00;Ath Madrid;Ath Bilbao;2;1;H;1;1;D;11;4;5;2;12;13;5;4;2;2;0;0
SP1;12/03/2021;20:00:00;Levante;Valencia;1;0;H;1;0;H;11;11;3;2;17;13;3;3;3;4;0;0
SP1;13/03/2021;13:00:00;Alaves;Cadiz;1;1;D;1;0;H;9;9;3;1;22;6;2;5;3;3;1;0
SP1;13/03/2021;15:15:00;Real Madrid;Elche;2;1;H;0;0;D;17;3;4;2;11;16;6;1;1;1;0;0
SP1;13/03/2021;17:30:00;Osasuna;Valladolid;0;0;D;0;0;D;14;12;2;2;12;9;7;3;2;3;0;0
SP1;13/03/2021;20:00:00;Getafe;Ath Madrid;0;0;D;0;0;D;11;15;2;7;9;17;3;11;1;4;1;0
SP1;14/03/2021;13:00:00;Celta;Ath Bilbao;0;0;D;0;0;D;13;6;3;1;20;13;1;3;3;1;0;0
SP1;14/03/2021;15:15:00;Granada;Sociedad;1;0;H;0;0;D;7;7;2;1;23;16;4;6;2;3;0;0
SP1;14/03/2021;17:30:00;Eibar;Villarreal;1;3;A;0;2;A;16;13;7;8;12;9;7;2;2;2;0;1
SP1;14/03/2021;20:00:00;Sevilla;Betis;1;0;H;1;0;H;9;13;3;3;12;14;3;6;3;5;0;0
SP1;15/03/2021;20:00:00;Barcelona;Huesca;4;1;H;2;1;H;12;8;5;4;8;13;7;3;0;2;0;0
SP1;17/03/2021;18:00:00;Sevilla;Elche;2;0;H;1;0;H;13;11;8;5;9;8;4;1;2;1;0;0
SP1;19/03/2021;20:00:00;Betis;Levante;2;0;H;0;0;D;15;7;6;1;14;10;4;1;2;0;0;0
SP1;20/03/2021;13:00:00;Ath Bilbao;Eibar;1;1;D;1;1;D;18;4;4;2;5;15;10;1;1;1;0;0
SP1;20/03/2021;15:15:00;Celta;Real Madrid;1;3;A;1;2;A;8;16;3;4;23;13;1;7;3;4;0;0
SP1;20/03/2021;17:30:00;Huesca;Osasuna;0;0;D;0;0;D;15;7;3;2;9;13;5;1;1;2;0;0
SP1;20/03/2021;20:00:00;Valladolid;Sevilla;1;1;D;1;0;H;3;12;2;4;17;10;2;8;3;1;0;0
SP1;21/03/2021;13:00:00;Getafe;Elche;1;1;D;0;1;A;12;6;5;2;17;21;4;8;3;7;0;0
SP1;21/03/2021;15:15:00;Valencia;Granada;2;1;H;1;0;H;18;15;9;3;11;11;3;4;0;3;0;0
SP1;21/03/2021;15:15:00;Villarreal;Cadiz;2;1;H;1;0;H;13;9;4;3;14;6;5;6;3;3;0;0
SP1;21/03/2021;17:30:00;Ath Madrid;Alaves;1;0;H;0;0;D;8;9;4;3;17;12;5;5;3;3;0;0
SP1;21/03/2021;20:00:00;Sociedad;Barcelona;1;6;A;0;2;A;10;14;5;10;11;12;1;1;3;2;0;0
SP1;02/04/2021;20:00:00;Levante;Huesca;0;2;A;0;1;A;13;6;3;2;15;7;8;2;2;2;0;0
SP1;03/04/2021;13:00:00;Granada;Villarreal;0;3;A;0;2;A;6;15;2;6;14;14;3;5;2;2;0;0
SP1;03/04/2021;15:15:00;Real Madrid;Eibar;2;0;H;1;0;H;21;10;8;4;6;8;6;9;0;2;0;0
SP1;03/04/2021;17:30:00;Osasuna;Getafe;0;0;D;0;0;D;4;6;1;2;23;18;2;4;2;3;0;0
SP1;04/04/2021;13:00:00;Alaves;Celta;1;3;A;0;3;A;17;8;7;6;9;21;6;2;4;5;0;1
SP1;04/04/2021;15:15:00;Elche;Betis;1;1;D;1;1;D;7;13;3;3;9;15;7;2;1;4;0;0
SP1;04/04/2021;17:30:00;Cadiz;Valencia;2;1;H;1;1;D;6;12;2;6;10;7;4;13;2;2;0;0
SP1;04/04/2021;20:00:00;Sevilla;Ath Madrid;1;0;H;0;0;D;18;9;5;4;13;11;3;2;2;4;0;0
SP1;05/04/2021;20:00:00;Barcelona;Valladolid;1;0;H;0;0;D;25;7;10;2;12;13;4;1;3;3;0;1
SP1;07/04/2021;20:00:00;Sociedad;Ath Bilbao;1;1;D;0;0;D;12;11;2;2;18;7;3;6;3;1;0;0
SP1;09/04/2021;20:00:00;Huesca;Elche;3;1;H;2;1;H;8;8;5;2;17;13;6;6;2;2;0;0
SP1;10/04/2021;13:00:00;Getafe;Cadiz;0;1;A;0;0;D;19;8;4;3;10;13;10;4;3;2;0;0
SP1;10/04/2021;15:15:00;Ath Bilbao;Alaves;0;0;D;0;0;D;11;9;4;0;13;15;6;6;2;2;0;0
SP1;10/04/2021;17:30:00;Eibar;Levante;0;1;A;0;1;A;10;6;4;1;9;7;6;3;3;2;0;0
SP1;10/04/2021;20:00:00;Real Madrid;Barcelona;2;1;H;2;0;H;14;18;3;4;16;10;5;6;3;4;1;0
SP1;11/04/2021;13:00:00;Villarreal;Osasuna;1;2;A;0;0;D;15;12;6;4;6;12;6;5;0;0;0;0
SP1;11/04/2021;15:15:00;Valencia;Sociedad;2;2;D;0;2;A;9;16;2;5;11;17;4;5;6;4;1;0
SP1;11/04/2021;17:30:00;Valladolid;Granada;1;2;A;1;0;H;7;12;3;6;14;15;2;4;4;2;0;0
SP1;11/04/2021;20:00:00;Betis;Ath Madrid;1;1;D;1;1;D;8;10;4;4;12;13;5;5;0;0;0;0
SP1;12/04/2021;20:00:00;Celta;Sevilla;3;4;A;3;2;H;12;13;5;6;18;15;5;2;3;2;0;0
SP1;18/04/2021;13:00:00;Osasuna;Elche;2;0;H;1;0;H;9;8;3;2;14;15;4;5;2;1;0;0
SP1;18/04/2021;13:00:00;Sociedad;Sevilla;1;2;A;1;2;A;5;15;2;7;20;15;7;3;3;2;0;0
SP1;18/04/2021;15:15:00;Alaves;Huesca;1;0;H;0;0;D;10;9;2;1;15;13;7;3;1;2;0;0
SP1;18/04/2021;15:15:00;Ath Madrid;Eibar;5;0;H;2;0;H;10;0;7;0;10;10;8;3;0;1;0;0
SP1;18/04/2021;17:30:00;Betis;Valencia;2;2;D;2;1;H;9;9;5;3;12;10;6;3;3;1;0;0
SP1;18/04/2021;17:30:00;Cadiz;Celta;0;0;D;0;0;D;5;11;2;4;6;13;4;7;0;1;0;0
SP1;18/04/2021;20:00:00;Getafe;Real Madrid;0;0;D;0;0;D;19;10;6;2;17;8;6;6;3;1;0;0
SP1;18/04/2021;20:00:00;Levante;Villarreal;1;5;A;1;2;A;12;14;3;7;9;7;4;5;2;1;0;0
SP1;21/04/2021;18:00:00;Levante;Sevilla;0;1;A;0;0;D;6;10;1;3;15;13;2;3;4;1;0;0
SP1;21/04/2021;18:00:00;Osasuna;Valencia;3;1;H;2;1;H;18;10;9;5;17;11;5;6;1;2;0;0
SP1;21/04/2021;19:00:00;Betis;Ath Bilbao;0;0;D;0;0;D;6;16;2;4;10;16;5;4;3;2;1;0
SP1;21/04/2021;20:00:00;Alaves;Villarreal;2;1;H;1;0;H;9;10;4;5;8;11;3;8;2;1;0;0
SP1;21/04/2021;20:00:00;Elche;Valladolid;1;1;D;1;0;H;9;12;3;4;23;11;4;6;5;3;0;0
SP1;21/04/2021;21:00:00;Cadiz;Real Madrid;0;3;A;0;3;A;14;14;3;4;13;21;7;3;4;3;0;0
SP1;22/04/2021;18:00:00;Ath Madrid;Huesca;2;0;H;1;0;H;18;5;12;2;9;11;8;1;2;0;0;0
SP1;22/04/2021;20:00:00;Granada;Eibar;4;1;H;2;0;H;8;16;4;3;13;10;4;7;1;1;0;0
SP1;22/04/2021;20:00:00;Sociedad;Celta;2;1;H;2;1;H;7;10;3;3;17;17;2;4;4;5;0;0
SP1;22/04/2021;21:00:00;Barcelona;Getafe;5;2;H;3;1;H;9;5;6;1;8;15;3;1;2;0;0;0
SP1;24/04/2021;13:00:00;Elche;Levante;1;0;H;1;0;H;8;6;3;1;10;14;4;2;3;4;0;0
SP1;24/04/2021;15:15:00;Valladolid;Cadiz;1;1;D;1;0;H;13;6;6;2;11;20;5;7;1;3;0;0
SP1;24/04/2021;17:30:00;Valencia;Alaves;1;1;D;0;0;D;9;6;2;2;17;16;7;2;4;0;0;1
SP1;24/04/2021;20:00:00;Real Madrid;Betis;0;0;D;0;0;D;17;6;5;2;17;13;8;2;1;2;0;0
SP1;25/04/2021;13:00:00;Huesca;Getafe;0;2;A;0;1;A;8;6;1;4;16;22;1;0;2;4;0;0
SP1;25/04/2021;15:15:00;Villarreal;Barcelona;1;2;A;1;2;A;10;15;4;5;16;10;6;1;2;3;1;0
SP1;25/04/2021;17:30:00;Celta;Osasuna;2;1;H;1;0;H;7;12;2;3;13;12;2;8;1;4;0;0
SP1;25/04/2021;17:30:00;Sevilla;Granada;2;1;H;1;0;H;10;4;4;2;11;14;5;5;2;3;0;0
SP1;25/04/2021;20:00:00;Ath Bilbao;Ath Madrid;2;1;H;1;0;H;11;14;3;3;20;7;4;11;4;2;0;0
SP1;26/04/2021;20:00:00;Eibar;Sociedad;0;1;A;0;1;A;14;5;5;2;8;20;2;3;5;1;0;0
SP1;28/04/2021;18:00:00;Ath Bilbao;Valladolid;2;2;D;1;0;H;13;14;7;4;8;13;5;7;1;1;0;0
SP1;29/04/2021;18:00:00;Barcelona;Granada;1;2;A;1;0;H;16;6;4;2;10;22;6;1;0;4;0;0
SP1;30/04/2021;20:00:00;Celta;Levante;2;0;H;0;0;D;8;10;5;2;12;13;1;5;2;2;0;0
SP1;01/05/2021;13:00:00;Eibar;Alaves;3;0;H;1;0;H;15;6;4;2;12;12;10;5;0;2;0;0
SP1;01/05/2021;15:15:00;Elche;Ath Madrid;0;1;A;0;1;A;6;11;1;4;20;16;3;2;3;3;0;0
SP1;01/05/2021;17:30:00;Huesca;Sociedad;1;0;H;0;0;D;10;7;3;3;14;11;2;7;2;2;0;0
SP1;01/05/2021;20:00:00;Real Madrid;Osasuna;2;0;H;0;0;D;22;3;6;2;9;12;7;0;0;2;0;0
SP1;02/05/2021;13:00:00;Valladolid;Betis;1;1;D;0;0;D;10;11;2;4;7;14;3;2;2;5;0;0
SP1;02/05/2021;15:15:00;Villarreal;Getafe;1;0;H;0;0;D;4;15;3;3;13;17;4;4;1;2;0;0
SP1;02/05/2021;17:30:00;Granada;Cadiz;0;1;A;0;1;A;9;8;2;4;12;10;6;5;7;2;1;0
SP1;02/05/2021;20:00:00;Valencia;Barcelona;2;3;A;0;0;D;9;14;4;7;12;14;2;1;2;1;0;0
SP1;03/05/2021;20:00:00;Sevilla;Ath Bilbao;0;1;A;0;0;D;18;8;3;2;13;15;6;2;1;0;0;0
SP1;07/05/2021;20:00:00;Sociedad;Elche;2;0;H;0;0;D;16;1;3;0;8;10;7;0;1;3;0;1
SP1;08/05/2021;13:00:00;Alaves;Levante;2;2;D;1;2;A;15;6;5;3;12;18;8;3;2;1;0;0
SP1;08/05/2021;15:15:00;Barcelona;Ath Madrid;0;0;D;0;0;D;12;11;7;6;13;26;5;7;3;3;0;0
SP1;08/05/2021;17:30:00;Cadiz;Huesca;2;1;H;2;1;H;11;13;1;5;14;13;3;3;4;0;0;0
SP1;08/05/2021;20:00:00;Ath Bilbao;Osasuna;2;2;D;1;1;D;13;13;3;4;4;10;10;4;1;2;0;0
SP1;09/05/2021;13:00:00;Getafe;Eibar;0;1;A;0;0;D;10;7;2;3;11;11;4;2;1;2;0;0
SP1;09/05/2021;15:15:00;Valencia;Valladolid;3;0;H;1;0;H;6;19;3;2;17;6;1;9;0;0;0;0
SP1;09/05/2021;17:30:00;Villarreal;Celta;2;4;A;1;3;A;16;11;7;6;11;16;5;3;3;3;2;1
SP1;09/05/2021;20:00:00;Real Madrid;Sevilla;2;2;D;0;1;A;16;7;6;3;8;8;7;3;1;2;0;0
SP1;10/05/2021;20:00:00;Betis;Granada;2;1;H;1;0;H;14;11;6;5;16;11;9;2;2;4;0;0
SP1;11/05/2021;18:00:00;Osasuna;Cadiz;3;2;H;1;0;H;14;10;4;4;15;12;3;5;2;2;0;0
SP1;11/05/2021;19:00:00;Elche;Alaves;0;2;A;0;1;A;11;9;4;2;21;15;7;5;2;4;0;0
SP1;11/05/2021;21:00:00;Levante;Barcelona;3;3;D;0;2;A;16;17;6;5;12;4;8;6;2;2;0;0
SP1;12/05/2021;18:00:00;Sevilla;Valencia;1;0;H;0;0;D;10;6;4;2;17;6;3;5;2;2;0;0
SP1;12/05/2021;19:00:00;Celta;Getafe;1;0;H;1;0;H;4;13;1;4;16;18;1;5;1;3;0;0
SP1;12/05/2021;19:00:00;Huesca;Ath Bilbao;1;0;H;0;0;D;18;4;6;3;9;14;5;0;0;1;0;0
SP1;12/05/2021;21:00:00;Ath Madrid;Sociedad;2;1;H;2;0;H;12;14;4;7;11;15;1;7;0;0;0;0
SP1;13/05/2021;18:00:00;Valladolid;Villarreal;0;2;A;0;0;D;11;9;2;3;15;14;3;6;3;1;0;0
SP1;13/05/2021;19:00:00;Eibar;Betis;1;1;D;0;1;A;14;9;4;4;12;8;5;4;3;1;0;0
SP1;13/05/2021;21:00:00;Granada;Real Madrid;1;4;A;0;2;A;10;16;5;7;15;9;2;3;3;3;0;0
SP1;16/05/2021;17:30:00;Alaves;Granada;4;2;H;2;1;H;14;5;9;2;7;11;6;1;2;4;0;0
SP1;16/05/2021;17:30:00;Ath Bilbao;Real Madrid;0;1;A;0;0;D;8;11;1;2;10;7;4;11;3;2;1;0
SP1;16/05/2021;17:30:00;Ath Madrid;Osasuna;2;1;H;0;0;D;26;5;9;2;2;13;8;0;1;2;0;0
SP1;16/05/2021;17:30:00;Barcelona;Celta;1;2;A;1;1;D;20;4;4;4;9;14;7;1;3;2;1;0
SP1;16/05/2021;17:30:00;Betis;Huesca;1;0;H;0;0;D;10;7;2;0;15;19;2;5;1;5;0;1
SP1;16/05/2021;17:30:00;Cadiz;Elche;1;3;A;1;0;H;7;20;3;5;13;15;1;8;3;4;0;0
SP1;16/05/2021;17:30:00;Getafe;Levante;2;1;H;1;1;D;9;5;3;1;15;11;3;4;5;0;1;0
SP1;16/05/2021;17:30:00;Sociedad;Valladolid;4;1;H;4;0;H;13;19;8;5;16;11;2;4;2;4;0;1
SP1;16/05/2021;17:30:00;Valencia;Eibar;4;1;H;3;1;H;9;20;5;8;5;7;2;10;0;0;0;0
SP1;16/05/2021;17:30:00;Villarreal;Sevilla;4;0;H;1;0;H;12;17;5;5;9;7;3;6;0;3;0;1
SP1;21/05/2021;20:00:00;Levante;Cadiz;2;2;D;1;2;A;17;6;4;2;17;8;7;0;0;2;0;0
SP1;22/05/2021;17:00:00;Celta;Betis;2;3;A;1;0;H;11;11;4;5;20;20;8;4;6;7;0;1
SP1;22/05/2021;17:00:00;Eibar;Barcelona;0;1;A;0;0;D;17;7;3;3;11;15;6;3;0;3;0;0
SP1;22/05/2021;17:00:00;Elche;Ath Bilbao;2;0;H;1;0;H;8;8;3;2;10;6;3;1;3;0;0;0
SP1;22/05/2021;17:00:00;Huesca;Valencia;0;0;D;0;0;D;23;11;8;4;17;15;9;3;2;1;0;0
SP1;22/05/2021;17:00:00;Osasuna;Sociedad;0;1;A;0;0;D;7;11;1;1;15;7;3;3;1;0;0;0
SP1;22/05/2021;17:00:00;Real Madrid;Villarreal;2;1;H;0;1;A;14;6;4;2;8;13;6;1;0;0;0;0
SP1;22/05/2021;17:00:00;Valladolid;Ath Madrid;1;2;A;1;0;H;10;14;4;3;11;11;4;6;4;6;0;0
SP1;23/05/2021;17:30:00;Granada;Getafe;0;0;D;0;0;D;9;11;3;2;16;13;6;3;4;2;0;0
SP1;23/05/2021;20:00:00;Sevilla;Alaves;1;0;H;0;0;D;11;11;2;2;11;8;6;4;1;0;0;0
